title,review,review_date,travel_date,airline,rate
Customer service is lacking,"They canceled my flight a week before flying. I had a domestic Biman flight in Bangladesh which I couldn't take as a consequence. Despite the Kathmandu Biman guy saying switching flights would be OK, and despite my emailing them asking for my Domestic flight to be switched to the changed day, in Bangladesh they said it was my fault I had missed the flight. They didn't care that Biman had canceled the international flight. As far as they were concerned they are two separate organisations.","Reviewed September 24, 2019 ",Date of travel: September 2019,Biman_Bangladesh_Airlines,2 of 5 bubbles
Value for money!,"Overall had a very good experience with biman on both legs. I will go point wise and will be easier to comprehend. 1. We were lucky to get the brand new dreamliner. The business class configuration was 2-2-2 so everyone had aisle access.2. Check in was fast and quick. We were given the fast track card to use at lhr. We used EBL lounge at Dhk airport but wife tried Bimans Muslin lounge. Food was good and mainly local. 3. Boarding was done on time and we took our seats. Was super comfortable and fully flat bed with plenty of leg space, big screen tv with ok entertainment channels. 4. Onboard service was just above average. The cabin crew needs to smile more and at least dhow they are willing to go the extra mile for business class passengers. We are paying a premium and hence expect premium service. 5. Biman doesn't serve alcohol but enroute from LHR-DAC you can huy the mini bottles mainly whiskey, gin, vodka. 6. Food was good but their second mesl was below par. Why serve fried items when it just gets all soggy? See pic pls. Their local meals were very good. 7. Their cheeseboard platter was average. Should have a variety and with premium crackers.8. Toilet was a bit too small for business class cabin.9. LHR to DAC was comfortable and we had a good sleep. I was really hungry and literally requested a second meal and was given.10. Reached London on time- however the taxing is a really far away corner and we walked 20 min to go to immigration.Overall had a good experience with Biman. Very comfortable journey and more so because its a direct 10 hr approx flight. Just a few issues ehich should be looked into.","Reviewed September 20, 2019 ",Date of travel: September 2019,Biman_Bangladesh_Airlines,4 of 5 bubbles
I will think twice in using the flight in future,"For the first time, I used this airline and not satisfied at all. The flight delayed and they consistently provided wrong information about the flight. Though it was said to go to the counter 30 minutes prior to departure, but they closed their counter 40 minutes earlier. However, the take-off was fine or smooth but the landing was horrible. Cleanliness is also a concern. I will think twice to use this airline in future.","Reviewed September 16, 2019 ",Date of travel: September 2019,Biman_Bangladesh_Airlines,3 of 5 bubbles
Nepal; the great Himalayan Hospitality,It was a weeklong business trip & few scope we made between for sight seeing. On both trip the service from Biman was remarkable. I am recommending the airlines,"Reviewed September 10, 2019 ",Date of travel: August 2019,Biman_Bangladesh_Airlines,5 of 5 bubbles
Needs improvements in aircrafts ,We travelled in a Dash 8 aircraft with huge noise. I got a window side seat & the space was very congested to get a pleasant journey. Authority should work on the sound issue to ensure customers satisfaction.,"Reviewed September 9, 2019 ",Date of travel: September 2019,Biman_Bangladesh_Airlines,3 of 5 bubbles
Updated their airplane and services,"Previously they had old fashioned planes for shorter flights. This one is updated with good seats interior, multimedia and food.","Reviewed September 9, 2019 ",Date of travel: August 2019,Biman_Bangladesh_Airlines,5 of 5 bubbles
Corrupt workers at airport,"Planes have gotten better and the monitors. My previous visits involved broken monitors and ripped up seats.Corrupt airport staff on my way back to the U.K, who were trying to get bribe money off me.Peoples luggage are being cut into and possessions stolen also.","Reviewed September 3, 2019 ",Date of travel: September 2019,Biman_Bangladesh_Airlines,2 of 5 bubbles
Disaster,A terrible airline that lacks organisation and customer service. My dad's flight was delayed by 5 hours. They only offered him and others 15 pound for meal in side the airport. When taking this further with Biman london they kept on passing the buck to someone else every time I emailed of phoned. A terrible airline and must avoid.,"Reviewed August 17, 2019 ",Date of travel: August 2019,Biman_Bangladesh_Airlines,1 of 5 bubbles
Another trip on Biman... another pretty lackluster experience. Very disrespectful to paying customers.,"Review of Biman Business Class DAC-KUL. I've flown and reviewed Biman a number of times over the last 3 years. It has not improved... in fact, I think it has gotten worse. If Business is this bad, imagine Economy. Here's my notes from the flight:• The bus took us out to the plane, but the the plane wasn't ready, so they dumped all passengers on the curb at the foot of the stairs to the plane, and we all stood there for a good 20 minutes outside with absolutely no information from any staff. Unsafe, unprofessional, disrespectful. (see pic)• Departed 1 hr late.• Food in lounge inedible, greasy, disgusting• Strange box in my seat area on the flood upon boarding, no attempt by crew to move it. I had to kick it out of my seating area. Just strange, very disrespectful. (see pic).• No alcohol, even in business class.• Seat broken switch. • They use the overhead bins over business class row 3 to store a ton of stuff that you'd think belong in the galley. So, not even enough room for a backpack above my business class seat.• So she spent a commutative hour of the flight rummaging in the bin over my head. Distracting, annoying, and disrespectful to the customer.• Flight attendant had to use a butter knife to release the remote from the arm rest.• When we ordered dinner, flight attendant seemed extremely perplexed by our decisions. Like it was also the first time she had ever seen the menu. • Flight attendant used her gloved hand to wipe her runny nose immediately before serving dinner. • Threw the napkins at us. • Took a full 1.5 hrs after take off before dinner served in business class. I continue to fly Biman because they offer day-time flights and a cheaper ticket, especially in Business Class. But seriously this has got to be one of the worse airlines in the entire world.","Reviewed August 17, 2019 ",Date of travel: August 2019,Biman_Bangladesh_Airlines,1 of 5 bubbles
Worst flight experience,"We had a terrible flight experience with them. At the airport, the officials were confused about the charge for extra weight. They made us wait almost an hour to clear the check-in. The officials had a lack of knowledge about our transit. On the plane the seats as too congested. Cabin crew were very much neglecting. We tried to call several times but no one appeared. They are only available during the mealtime. We will never ever fly with them","Reviewed August 6, 2019 ",Date of travel: July 2019,Biman_Bangladesh_Airlines,2 of 5 bubbles
